species,red_list_url
Ateles geoffroyi ssp. ornatus,https://www.iucnredlist.org/species/2289/17979560
Chaltenobatrachus grandisonae,https://www.iucnredlist.org/species/2295/79808678
Atelognathus nitoi,https://www.iucnredlist.org/species/2296/101421841
Atelognathus reverberii,https://www.iucnredlist.org/species/2297/85301943
Atelognathus solitarius,https://www.iucnredlist.org/species/2298/101422158
Atenia quadrasi,https://www.iucnredlist.org/species/2346/9433211
Atherina boyeri,https://www.iucnredlist.org/species/2352/174776839
Atherurus africanus,https://www.iucnredlist.org/species/2353/115061551
Atherurus macrourus,https://www.iucnredlist.org/species/2354/166518819
Atlantoxerus getulus,https://www.iucnredlist.org/species/2358/115518165
Pachliopta atropos,https://www.iucnredlist.org/species/2375/176835285
Atrophaneura luchti,https://www.iucnredlist.org/species/2377/122599164
Pachliopta schadenbergi,https://www.iucnredlist.org/species/2379/122599213
Auliscomys boliviensis,https://www.iucnredlist.org/species/2395/22337414
Loxodontomys micropus,https://www.iucnredlist.org/species/2396/115061763
Auliscomys pictus,https://www.iucnredlist.org/species/2397/115061869
Auliscomys sublimis,https://www.iucnredlist.org/species/2398/115061991
Austrelaps labialis,https://www.iucnredlist.org/species/2417/83452129
Austroassiminea letha,https://www.iucnredlist.org/species/2420/9437439
Austrocordulia leonardi,https://www.iucnredlist.org/species/2424/14272233
Austrogammarus australis,https://www.iucnredlist.org/species/2425/18607247
Austroglanis barnardi,https://www.iucnredlist.org/species/2426/99448638
Austroglanis gilli,https://www.iucnredlist.org/species/2427/99448983
Austroglanis sclateri,https://www.iucnredlist.org/species/2428/99449172
Austropotamobius pallipes,https://www.iucnredlist.org/species/2430/9438817
Austropotamobius torrentium,https://www.iucnredlist.org/species/2431/121724677
Avahi laniger,https://www.iucnredlist.org/species/2434/115559557
Avahi occidentalis,https://www.iucnredlist.org/species/2435/182234286
Avenionia brevis,https://www.iucnredlist.org/species/2436/9440324
Axis calamianensis,https://www.iucnredlist.org/species/2446/22156678
Axis kuhlii,https://www.iucnredlist.org/species/2447/73071875
Babyrousa babyrussa,https://www.iucnredlist.org/species/2461/9441445
Baetica ustulata,https://www.iucnredlist.org/species/2463/75337918
Baiomys musculus,https://www.iucnredlist.org/species/2465/115062118
Baiomys taylori,https://www.iucnredlist.org/species/2466/115062269
Balaena mysticetus,https://www.iucnredlist.org/species/2467/50347659
Balaenoptera acutorostrata,https://www.iucnredlist.org/species/2474/50348265
Balaenoptera borealis,https://www.iucnredlist.org/species/2475/130482064
Balaenoptera edeni,https://www.iucnredlist.org/species/2476/50349178
Balaenoptera musculus,https://www.iucnredlist.org/species/2477/156923585
Balaenoptera physalus,https://www.iucnredlist.org/species/2478/50349982
Balaenoptera bonaerensis,https://www.iucnredlist.org/species/2480/50350661
Balantiopteryx infusca,https://www.iucnredlist.org/species/2531/97206692
Balantiopteryx io,https://www.iucnredlist.org/species/2532/22030080
Balantiopteryx plicata,https://www.iucnredlist.org/species/2533/22029659
Balistes vetula,https://www.iucnredlist.org/species/2539/97664057
Bandicota bengalensis,https://www.iucnredlist.org/species/2540/115062388
Bandicota indica,https://www.iucnredlist.org/species/2541/115062578
Bandicota savilei,https://www.iucnredlist.org/species/2542/115062801
Barbastella barbastellus,https://www.iucnredlist.org/species/2553/22029285
Pseudobarbus capensis,https://www.iucnredlist.org/species/2560/100114381
Barbus barbus,https://www.iucnredlist.org/species/2561/97789324
Pseudobarbus calidus,https://www.iucnredlist.org/species/2562/100139530
Pseudobarbus erubescens,https://www.iucnredlist.org/species/2564/100140580
Enteromius hospes,https://www.iucnredlist.org/species/2566/100142780
Barbus meridionalis,https://www.iucnredlist.org/species/2567/9455918
Barbus plebejus,https://www.iucnredlist.org/species/2568/174777197
Pseudobarbus serra,https://www.iucnredlist.org/species/2569/100148283
Enteromius treurensis,https://www.iucnredlist.org/species/2572/100159826
Pseudobarbus trevelyani,https://www.iucnredlist.org/species/2573/100159948
Enteromius brevipinnis,https://www.iucnredlist.org/species/2574/100119351
Luciobarbus comizo,https://www.iucnredlist.org/species/2575/9457226
Barbus euboicus,https://www.iucnredlist.org/species/2576/9457379
Luciobarbus guiraonis,https://www.iucnredlist.org/species/2577/9457532
Barbus haasi,https://www.iucnredlist.org/species/2578/9457709
Luciobarbus microcephalus,https://www.iucnredlist.org/species/2580/9457863
Enteromius motebensis,https://www.iucnredlist.org/species/2581/100145924
Barbus prespensis,https://www.iucnredlist.org/species/2582/9458194
Luciobarbus bocagei,https://www.iucnredlist.org/species/2584/9458518
Barbus cyclolepis,https://www.iucnredlist.org/species/2585/9458748
Luciobarbus graellsii,https://www.iucnredlist.org/species/2587/9458917
Barbus peloponnesius,https://www.iucnredlist.org/species/2588/9459183
Luciobarbus sclateri,https://www.iucnredlist.org/species/2589/9459334
Luciobarbus steindachneri,https://www.iucnredlist.org/species/2590/9459589
Barbus tyberinus,https://www.iucnredlist.org/species/2591/9459724
Barbus caninus,https://www.iucnredlist.org/species/2592/9459989
Barkudia insularis,https://www.iucnredlist.org/species/2593/176084098
Baronia brevicornis,https://www.iucnredlist.org/species/2594/119581233
Bassariscus sumichrasti,https://www.iucnredlist.org/species/2613/166521324
Bathyergus janetta,https://www.iucnredlist.org/species/2619/22185370
Bathyergus suillus,https://www.iucnredlist.org/species/2620/110017759
Bathygobius burtoni,https://www.iucnredlist.org/species/2621/21912374
Bathyraja abyssicola,https://www.iucnredlist.org/species/2636/80673712
Batomys dentatus,https://www.iucnredlist.org/species/2642/115062938
Batomys salomonseni,https://www.iucnredlist.org/species/2643/22449258
Batrachoides manglae,https://www.iucnredlist.org/species/2644/176084546
Telmatobius macrostomus,https://www.iucnredlist.org/species/2645/89195689
Batrachoseps stebbinsi,https://www.iucnredlist.org/species/2648/118971948
Batrachoseps campi,https://www.iucnredlist.org/species/2649/118972092
Paradactylodon mustersi,https://www.iucnredlist.org/species/2664/166095358
Bdeogale jacksoni,https://www.iucnredlist.org/species/2675/45196818
Beamys hindei,https://www.iucnredlist.org/species/2676/115063057
Beddomeia angulata,https://www.iucnredlist.org/species/2681/9467384
Beddomeia camensis,https://www.iucnredlist.org/species/2686/9467782
Beddomeia franklandensis,https://www.iucnredlist.org/species/2690/9468132
Beddomeia gibba,https://www.iucnredlist.org/species/2693/9468445
Beddomeia hallae,https://www.iucnredlist.org/species/2694/9468670
Beddomeia inflata,https://www.iucnredlist.org/species/2697/9468988
Beddomeia lodderae,https://www.iucnredlist.org/species/2702/9469405
Beddomeia mesibovi,https://www.iucnredlist.org/species/2703/9469632
Beddomeia minima,https://www.iucnredlist.org/species/2704/9469859
Beddomeia topsiae,https://www.iucnredlist.org/species/2711/9470374
Beddomeia trochiformis,https://www.iucnredlist.org/species/2712/9470599
Beddomeia tumida,https://www.iucnredlist.org/species/2713/9470828
Beddomeia waterhouseae,https://www.iucnredlist.org/species/2715/9471044
Bedotia geayi,https://www.iucnredlist.org/species/2719/176087193
Bedotia longianalis,https://www.iucnredlist.org/species/2720/176087515
Bedotia madagascariensis,https://www.iucnredlist.org/species/2721/58294066
Bedotia tricolor,https://www.iucnredlist.org/species/2722/58294130
Alzoniella pyrenaica,https://www.iucnredlist.org/species/2724/9471965
Belgrandiella austriana,https://www.iucnredlist.org/species/2725/9472146
Belgrandiella fuchsi,https://www.iucnredlist.org/species/2726/9472338
Belgrandiella parreyssii,https://www.iucnredlist.org/species/2728/9472571
Belgrandiella styriaca,https://www.iucnredlist.org/species/2729/9472799
Belgrandiella ganslmayri,https://www.iucnredlist.org/species/2732/9473080
Belgrandiella mimula,https://www.iucnredlist.org/species/2734/9473291
Belgrandiella pelerei,https://www.iucnredlist.org/species/2735/9473468
Belgrandiella wawrai,https://www.iucnredlist.org/species/2737/9473668
Bellamya ecclesi,https://www.iucnredlist.org/species/2742/86915651
Bellamya jeffreysi,https://www.iucnredlist.org/species/2743/120118088
Bellamya leopoldvillensis,https://www.iucnredlist.org/species/2745/9475241
Bellamya liberiana,https://www.iucnredlist.org/species/2746/151151829
Bellamya phthinotropis,https://www.iucnredlist.org/species/2750/121709613
Bellamya robertsoni,https://www.iucnredlist.org/species/2751/120118174
Bellamya rubicunda,https://www.iucnredlist.org/species/2752/187685605
Bellamya trochlearis,https://www.iucnredlist.org/species/2753/110765622
Belomys pearsonii,https://www.iucnredlist.org/species/2756/22256636
Belontia signata,https://www.iucnredlist.org/species/2759/174847296
Benthophiloides brauneri,https://www.iucnredlist.org/species/2761/9477974
Berardius arnuxii,https://www.iucnredlist.org/species/2762/197190014
Berardius bairdii,https://www.iucnredlist.org/species/2763/50351457
Berylmys berdmorei,https://www.iucnredlist.org/species/2767/115063217
Berylmys bowersi,https://www.iucnredlist.org/species/2768/115063357
Berylmys mackenziei,https://www.iucnredlist.org/species/2769/22427626
Berylmys manipulus,https://www.iucnredlist.org/species/2770/22427746
Betta burdigala,https://www.iucnredlist.org/species/2772/91307807
Betta chloropharynx,https://www.iucnredlist.org/species/2773/91307896
Betta hipposideros,https://www.iucnredlist.org/species/2774/2789245
Betta livida,https://www.iucnredlist.org/species/2775/91308229
Betta spilotogena,https://www.iucnredlist.org/species/2776/91308662
Betta simplex,https://www.iucnredlist.org/species/2777/9479973
Betta tomi,https://www.iucnredlist.org/species/2778/89805110
Betta persephone,https://www.iucnredlist.org/species/2779/91308319
Betta miniopinna,https://www.iucnredlist.org/species/2780/91308288
Betta chini,https://www.iucnredlist.org/species/2781/91307844
Betta macrostoma,https://www.iucnredlist.org/species/2782/90332155
Bettongia gaimardi,https://www.iucnredlist.org/species/2783/21960911
Bettongia lesueur,https://www.iucnredlist.org/species/2784/21961179
Bettongia penicillata,https://www.iucnredlist.org/species/2785/21961347
Bettongia tropica,https://www.iucnredlist.org/species/2787/115063540
Bhutanitis ludlowi,https://www.iucnredlist.org/species/2796/170536676
Bhutanitis mansfieldi,https://www.iucnredlist.org/species/2797/220891378
Bhutanitis thaidina,https://www.iucnredlist.org/species/2798/122599287
Bibimys chacoensis,https://www.iucnredlist.org/species/2801/22356499
Bibimys labiosus,https://www.iucnredlist.org/species/2802/115063837
Bibimys torresi,https://www.iucnredlist.org/species/2803/22356343
Bidyanus bidyanus,https://www.iucnredlist.org/species/2804/123377634
Tetrix transsylvanica,https://www.iucnredlist.org/species/2805/177244610
Biomphalaria angulosa,https://www.iucnredlist.org/species/2807/120113751
Biomphalaria salinarum,https://www.iucnredlist.org/species/2809/9483372
Biomphalaria tchadiensis,https://www.iucnredlist.org/species/2810/151147248
Birgus latro,https://www.iucnredlist.org/species/2811/126813586
Bison bonasus,https://www.iucnredlist.org/species/2814/45156279
Bison bison,https://www.iucnredlist.org/species/2815/123789863
Biswamoyopterus biswasi,https://www.iucnredlist.org/species/2816/115063959
Bitis inornata,https://www.iucnredlist.org/species/2817/197397029
Bitis schneideri,https://www.iucnredlist.org/species/2818/147708662
Microtus afghanus,https://www.iucnredlist.org/species/2823/22383332
Microtus bucharensis,https://www.iucnredlist.org/species/2824/22383414
Blarinella wardi,https://www.iucnredlist.org/species/2825/22283369
Blarinomys breviceps,https://www.iucnredlist.org/species/2827/115064305
Blastocerus dichotomus,https://www.iucnredlist.org/species/2828/22160916
Boettgeria obesiuscula,https://www.iucnredlist.org/species/2845/2789451
Bofilliella subarcuata,https://www.iucnredlist.org/species/2846/85564218
Necromys amoenus,https://www.iucnredlist.org/species/2857/115064422
Necromys lactens,https://www.iucnredlist.org/species/2858/115064537
Necromys lasiurus,https://www.iucnredlist.org/species/2859/22329380
Necromys obscurus,https://www.iucnredlist.org/species/2860/22329469
Necromys punctulatus,https://www.iucnredlist.org/species/2861/22329934
Necromys temchuki,https://www.iucnredlist.org/species/2862/115064657
Bolyeria multocarinata,https://www.iucnredlist.org/species/2864/13483086
Bombina bombina,https://www.iucnredlist.org/species/2865/89699662
Ischnura ezoin,https://www.iucnredlist.org/species/2875/122058507
Boninthemis insularis,https://www.iucnredlist.org/species/2882/9490176
Bostrychus expatria,https://www.iucnredlist.org/species/2884/162162833
Bos javanicus,https://www.iucnredlist.org/species/2888/46362970
Bos sauveli,https://www.iucnredlist.org/species/2890/46363360
Bos gaurus,https://www.iucnredlist.org/species/2891/46363646
Bos mutus,https://www.iucnredlist.org/species/2892/101293528
Boselaphus tragocamelus,https://www.iucnredlist.org/species/2893/115064758
Bostrychus aruensis,https://www.iucnredlist.org/species/2894/147522559
Bostrychus zonatus,https://www.iucnredlist.org/species/2895/129046818
Bothrops insularis,https://www.iucnredlist.org/species/2917/123180264
Ambastaia sidthimunki,https://www.iucnredlist.org/species/2953/9501746
Chrysoritis phosphor ssp. phosphor,https://www.iucnredlist.org/species/2956/168303673
Brachiones przewalskii,https://www.iucnredlist.org/species/2957/115064935
Brachionichthys hirsutus,https://www.iucnredlist.org/species/2958/121210485
Brachygalaxias bullocki,https://www.iucnredlist.org/species/2961/176560787
Brachygalaxias gothei,https://www.iucnredlist.org/species/2962/176560808
Brachylagus idahoensis,https://www.iucnredlist.org/species/2963/45176206
Brachylophus vitiensis,https://www.iucnredlist.org/species/2965/2791620
Brachyphylla cavernarum,https://www.iucnredlist.org/species/2982/22039359
Brachyphylla nana,https://www.iucnredlist.org/species/2983/22039031
Brachytarsomys albicauda,https://www.iucnredlist.org/species/2991/22237052
Brachyteles arachnoides,https://www.iucnredlist.org/species/2993/191692658
Brachyteles hypoxanthus,https://www.iucnredlist.org/species/2994/191693399
Brachyuromys betsileoensis,https://www.iucnredlist.org/species/2997/22234256
Brachyuromys ramirohitra,https://www.iucnredlist.org/species/2998/22234363
Bradypodion nemorale,https://www.iucnredlist.org/species/3009/197397165
Bradypodion setaroi,https://www.iucnredlist.org/species/3012/197397314
Bradypodion thamnobates,https://www.iucnredlist.org/species/3017/197397461
Bradypodion taeniabronchum,https://www.iucnredlist.org/species/3023/197397653
Bradypus torquatus,https://www.iucnredlist.org/species/3036/210442361
Bradypus tridactylus,https://www.iucnredlist.org/species/3037/210442660
Bradypus variegatus,https://www.iucnredlist.org/species/3038/210442893
Breviceps gibbosus,https://www.iucnredlist.org/species/3069/77162627
Breviceps macrops,https://www.iucnredlist.org/species/3070/2794989
Brookesia perarmata,https://www.iucnredlist.org/species/3083/176092775
Bubalus depressicornis,https://www.iucnredlist.org/species/3126/46364222
